ts,biomass,fossil_coal-derived_gas,fossil_gas,fossil_oil_shale,fossil_peat,hydro_run-of-river_and_pondage,other,other_renewable,solar,waste,wind_onshore,capacity_factor,installed_mw
2018-12-31 22:00:00+00:00,71.3,47.7,1.0,459.4,4.6,3.1,0.0,6.7,0.7,10.2,238.3,0.7687096774193549,310.0
2018-12-31 23:00:00+00:00,70.5,47.7,1.0,484.2,4.6,3.1,0.0,6.7,0.7,10.0,243.7,0.7861290322580645,310.0
2019-01-01 00:00:00+00:00,71.5,47.6,1.0,470.9,4.6,3.1,0.0,6.7,0.7,11.1,236.7,0.7635483870967742,310.0
2019-01-01 01:00:00+00:00,68.3,47.5,1.0,455.0,4.1,3.1,0.0,6.7,0.7,12.4,227.0,0.7322580645161291,310.0
2019-01-01 02:00:00+00:00,69.5,47.6,1.0,460.6,4.3,3.1,0.0,6.7,0.7,13.5,206.4,0.6658064516129032,310.0
2019-01-01 03:00:00+00:00,69.9,47.8,1.0,468.7,4.4,3.1,0.0,6.7,0.7,14.6,201.5,0.65,310.0
2019-01-01 04:00:00+00:00,69.7,47.8,1.0,478.6,4.3,3.1,0.0,6.7,0.7,15.3,198.6,0.6406451612903226,310.0
2019-01-01 05:00:00+00:00,69.3,47.8,1.0,615.2,4.4,3.1,0.0,6.7,0.7,15.9,204.2,0.6587096774193548,310.0
2019-01-01 06:00:00+00:00,69.6,47.8,1.0,568.7,4.3,3.1,0.0,6.7,0.7,15.3,210.1,0.677741935483871,310.0
2019-01-01 07:00:00+00:00,69.7,47.9,1.0,469.6,4.4,3.1,0.0,6.8,0.7,15.9,193.9,0.6254838709677419,310.0
2019-01-01 08:00:00+00:00,69.6,47.8,1.0,457.7,4.3,3.1,0.0,6.8,0.7,14.7,174.2,0.5619354838709677,310.0
2019-01-01 09:00:00+00:00,69.6,47.7,1.0,448.9,4.3,3.1,0.0,6.8,0.7,14.4,162.9,0.525483870967742,310.0
2019-01-01 10:00:00+00:00,69.7,48.0,1.0,452.6,4.3,3.1,0.0,6.8,0.7,15.1,135.7,0.4377419354838709,310.0
2019-01-01 11:00:00+00:00,70.0,47.8,1.0,465.5,4.4,3.1,0.0,6.8,0.7,15.1,125.7,0.40548387096774197,310.0
2019-01-01 12:00:00+00:00,70.7,47.6,1.0,450.6,4.5,3.1,0.0,6.8,0.7,15.5,134.5,0.4338709677419355,310.0
2019-01-01 13:00:00+00:00,71.9,47.6,1.0,466.6,4.7,3.1,0.0,6.8,0.7,15.4,136.3,0.4396774193548387,310.0
2019-01-01 14:00:00+00:00,72.3,47.5,1.0,468.2,4.8,3.1,0.0,6.8,0.7,15.4,151.3,0.4880645161290323,310.0
2019-01-01 15:00:00+00:00,72.8,47.4,1.0,496.6,4.9,3.1,0.0,6.8,0.7,15.6,126.8,0.4090322580645161,310.0
2019-01-01 16:00:00+00:00,73.8,47.4,1.0,574.8,5.0,3.1,0.0,6.8,0.7,14.5,148.1,0.47774193548387095,310.0
2019-01-01 17:00:00+00:00,73.7,47.7,1.0,579.0,5.0,3.1,0.0,6.8,0.7,15.2,137.8,0.4445161290322581,310.0
2019-01-01 18:00:00+00:00,72.3,47.4,1.0,580.8,4.7,3.1,0.0,6.8,0.7,15.9,115.6,0.3729032258064516,310.0
2019-01-01 19:00:00+00:00,71.5,47.2,1.0,589.2,4.6,3.1,0.0,6.8,0.7,16.1,119.6,0.3858064516129032,310.0
2019-01-01 20:00:00+00:00,72.3,43.1,1.0,521.9,4.8,3.1,0.0,6.8,0.7,16.2,130.5,0.42096774193548386,310.0
2019-01-01 21:00:00+00:00,71.1,43.1,1.0,465.3,4.6,3.1,0.0,6.8,0.7,16.4,158.2,0.5103225806451612,310.0
2019-01-01 22:00:00+00:00,70.7,43.1,1.0,458.4,4.6,3.1,0.0,6.8,0.7,15.8,151.4,0.48838709677419356,310.0
2019-01-01 23:00:00+00:00,70.3,45.4,1.0,459.3,4.5,3.1,0.0,6.8,0.7,16.1,143.6,0.4632258064516129,310.0
2019-01-02 00:00:00+00:00,71.1,47.2,1.0,455.9,4.6,3.1,0.0,6.8,0.7,15.4,147.2,0.4748387096774193,310.0
2019-01-02 01:00:00+00:00,67.6,47.3,1.0,460.6,4.0,3.1,0.0,6.8,0.7,16.3,139.8,0.4509677419354839,310.0
2019-01-02 02:00:00+00:00,68.9,47.2,1.0,466.5,4.3,3.1,0.0,6.8,0.7,16.9,152.0,0.49032258064516127,310.0
2019-01-02 03:00:00+00:00,68.5,47.5,1.0,650.7,4.3,3.1,0.0,6.8,0.7,16.4,156.8,0.5058064516129033,310.0
2019-01-02 04:00:00+00:00,67.9,47.7,1.0,703.5,4.3,3.2,0.0,6.8,0.7,16.9,146.5,0.47258064516129034,310.0
2019-01-02 05:00:00+00:00,68.0,47.6,2.7,725.9,4.2,3.1,0.0,6.8,0.7,17.0,139.5,0.45,310.0
2019-01-02 06:00:00+00:00,67.0,47.7,2.7,746.4,4.2,3.1,0.0,6.8,0.7,16.7,158.7,0.5119354838709677,310.0
2019-01-02 07:00:00+00:00,67.7,47.6,2.7,666.4,4.2,3.1,0.0,6.8,0.7,17.1,179.1,0.577741935483871,310.0
2019-01-02 08:00:00+00:00,67.7,47.6,2.7,644.8,4.2,3.1,0.0,6.8,0.7,16.7,184.6,0.5954838709677419,310.0
2019-01-02 09:00:00+00:00,67.3,47.9,2.7,672.5,4.2,3.1,0.0,6.8,0.7,16.9,190.4,0.6141935483870968,310.0
2019-01-02 10:00:00+00:00,67.4,48.3,2.7,676.2,4.2,3.1,0.0,6.8,0.7,17.5,208.0,0.6709677419354839,310.0
2019-01-02 11:00:00+00:00,67.9,48.1,2.7,674.3,4.2,3.1,0.0,6.8,0.7,17.7,209.2,0.6748387096774193,310.0
2019-01-02 12:00:00+00:00,68.5,48.5,2.7,653.4,4.4,3.1,0.0,6.8,0.7,17.5,212.4,0.6851612903225807,310.0
2019-01-02 13:00:00+00:00,69.6,47.4,2.7,736.7,4.6,3.1,0.0,6.8,0.7,17.4,210.5,0.6790322580645162,310.0
2019-01-02 14:00:00+00:00,69.9,38.5,2.7,729.6,4.7,3.1,0.0,6.8,0.7,17.2,217.1,0.7003225806451613,310.0
2019-01-02 15:00:00+00:00,70.9,38.3,2.7,737.2,4.8,3.1,0.0,6.8,0.7,17.3,218.0,0.7032258064516129,310.0
2019-01-02 16:00:00+00:00,71.9,38.1,1.0,735.8,4.9,3.1,0.0,6.8,0.7,16.9,218.1,0.7035483870967741,310.0
2019-01-02 17:00:00+00:00,71.9,38.7,1.0,735.8,4.9,3.1,0.0,6.8,0.7,16.4,223.8,0.7219354838709677,310.0
2019-01-02 18:00:00+00:00,70.4,38.6,1.0,737.8,4.7,3.1,0.0,6.8,0.7,16.5,221.6,0.7148387096774194,310.0
2019-01-02 19:00:00+00:00,70.0,38.7,1.0,736.3,4.6,3.1,0.0,6.8,0.7,16.5,219.7,0.7087096774193548,310.0
2019-01-02 20:00:00+00:00,70.9,39.1,1.0,739.8,4.7,3.1,0.0,6.8,0.7,16.5,224.3,0.7235483870967743,310.0
2019-01-02 21:00:00+00:00,69.5,39.4,1.0,666.8,4.5,3.1,0.0,6.8,0.7,16.6,226.6,0.7309677419354839,310.0
2019-01-02 22:00:00+00:00,69.4,39.4,1.0,684.3,4.5,3.1,0.0,6.8,0.7,16.9,215.9,0.6964516129032258,310.0
2019-01-02 23:00:00+00:00,68.6,39.4,1.0,687.2,4.5,3.1,0.0,6.8,0.7,17.2,220.4,0.7109677419354838,310.0
2019-01-03 00:00:00+00:00,68.4,39.4,1.0,697.9,4.4,3.1,0.0,6.8,0.7,16.1,225.0,0.7258064516129032,310.0
2019-01-03 01:00:00+00:00,66.4,39.2,1.0,714.7,4.0,3.1,0.0,6.8,0.7,15.9,221.6,0.7148387096774194,310.0
2019-01-03 02:00:00+00:00,67.9,38.6,1.0,718.5,4.3,3.1,0.0,6.8,0.7,16.1,218.3,0.7041935483870968,310.0
2019-01-03 03:00:00+00:00,67.6,39.0,1.0,738.8,4.2,3.1,0.0,6.8,0.7,16.1,212.3,0.6848387096774194,310.0
2019-01-03 04:00:00+00:00,67.4,38.9,1.0,741.1,4.2,3.1,0.0,6.8,0.7,16.4,206.3,0.665483870967742,310.0
2019-01-03 05:00:00+00:00,67.2,39.0,2.7,742.9,4.1,3.1,0.0,6.8,0.7,17.1,202.6,0.6535483870967742,310.0
2019-01-03 06:00:00+00:00,67.3,39.7,2.7,736.7,4.1,3.1,0.0,6.8,0.7,17.0,191.7,0.6183870967741935,310.0
2019-01-03 07:00:00+00:00,68.0,39.5,2.7,739.6,4.1,3.1,0.0,6.8,0.7,16.9,187.0,0.603225806451613,310.0
2019-01-03 08:00:00+00:00,67.5,39.0,2.7,731.8,4.1,3.1,0.0,6.7,0.7,16.3,192.6,0.6212903225806451,310.0
2019-01-03 09:00:00+00:00,67.4,39.2,2.7,736.5,4.1,3.1,0.0,6.7,0.7,16.4,187.3,0.6041935483870968,310.0
2019-01-03 10:00:00+00:00,66.9,39.4,2.7,736.7,4.1,3.1,0.0,6.7,0.7,17.1,181.9,0.5867741935483871,310.0
2019-01-03 11:00:00+00:00,67.4,39.1,2.7,739.4,4.2,3.1,0.0,6.8,0.7,16.7,163.4,0.5270967741935484,310.0
2019-01-03 12:00:00+00:00,67.5,39.4,2.7,737.1,4.3,3.1,0.0,6.8,0.7,16.4,142.2,0.4587096774193548,310.0
2019-01-03 13:00:00+00:00,69.2,39.5,2.7,735.4,4.5,3.1,0.0,6.8,0.7,16.6,129.2,0.4167741935483871,310.0
2019-01-03 14:00:00+00:00,69.3,39.3,2.7,735.1,4.6,3.1,0.0,6.8,0.7,16.4,105.6,0.3406451612903226,310.0
2019-01-03 15:00:00+00:00,70.2,39.4,2.7,734.1,4.7,3.1,0.0,6.8,0.7,16.6,88.2,0.2845161290322581,310.0
2019-01-03 16:00:00+00:00,71.2,39.2,1.0,734.2,4.9,3.1,0.0,6.8,0.7,16.3,72.6,0.23419354838709674,310.0
2019-01-03 17:00:00+00:00,71.6,39.3,1.0,760.2,4.9,3.1,0.0,6.8,0.7,16.1,47.8,0.15419354838709676,310.0
2019-01-03 18:00:00+00:00,70.3,39.6,1.0,779.5,4.6,3.1,0.0,6.8,0.7,16.0,34.2,0.1103225806451613,310.0
2019-01-03 19:00:00+00:00,69.5,39.2,1.0,796.9,4.5,3.1,0.0,6.8,0.7,15.7,20.6,0.0664516129032258,310.0
2019-01-03 20:00:00+00:00,70.7,39.1,1.0,802.5,4.6,3.1,0.0,6.8,0.7,15.3,10.8,0.03483870967741936,310.0
2019-01-03 21:00:00+00:00,69.2,38.7,1.0,779.6,4.5,3.1,0.0,6.8,0.7,14.3,13.9,0.044838709677419354,310.0
2019-01-03 22:00:00+00:00,68.5,39.0,1.0,805.7,4.4,3.1,0.0,6.8,0.7,14.0,26.3,0.08483870967741935,310.0
2019-01-03 23:00:00+00:00,67.7,38.9,1.0,788.8,4.4,3.1,0.0,6.8,0.7,13.5,34.5,0.11129032258064517,310.0
2019-01-04 00:00:00+00:00,68.8,39.1,1.0,765.0,4.5,3.1,0.0,6.8,0.7,12.9,53.9,0.17387096774193547,310.0
2019-01-04 01:00:00+00:00,66.1,39.1,1.0,763.7,3.9,3.1,0.0,6.8,0.7,13.1,77.8,0.2509677419354839,310.0
2019-01-04 02:00:00+00:00,67.1,38.9,1.0,762.7,4.1,3.1,0.0,6.8,0.7,13.5,101.5,0.32741935483870965,310.0
2019-01-04 03:00:00+00:00,67.0,39.0,1.0,758.1,4.1,3.1,0.0,6.8,0.7,13.8,136.4,0.44,310.0
2019-01-04 04:00:00+00:00,66.5,39.5,1.0,825.5,4.1,3.1,0.0,6.8,0.7,14.8,148.2,0.4780645161290322,310.0
2019-01-04 05:00:00+00:00,66.1,39.6,2.6,908.1,4.1,3.1,0.0,6.8,0.7,15.2,137.9,0.4448387096774194,310.0
2019-01-04 06:00:00+00:00,66.0,39.5,2.7,910.9,4.1,3.1,0.0,6.8,0.7,15.7,114.4,0.36903225806451617,310.0
2019-01-04 07:00:00+00:00,67.1,39.1,2.7,911.3,4.1,3.1,0.0,6.8,0.7,15.8,94.7,0.30548387096774193,310.0
2019-01-04 08:00:00+00:00,66.2,38.8,2.7,912.2,4.1,3.1,0.0,6.8,0.7,15.2,79.8,0.25741935483870965,310.0
2019-01-04 09:00:00+00:00,66.3,38.5,2.7,874.8,4.1,3.1,0.0,6.8,0.7,15.7,77.2,0.24903225806451615,310.0
2019-01-04 10:00:00+00:00,66.0,38.3,2.7,908.6,4.1,3.1,0.0,6.8,0.7,15.5,77.7,0.2506451612903226,310.0
2019-01-04 11:00:00+00:00,66.4,38.0,2.7,911.0,4.1,3.1,0.0,6.8,0.7,15.4,72.7,0.23451612903225807,310.0
2019-01-04 12:00:00+00:00,67.2,38.4,2.7,911.8,4.3,3.1,0.0,6.8,0.7,15.7,77.3,0.24935483870967742,310.0
2019-01-04 13:00:00+00:00,69.0,38.7,2.7,909.6,4.5,3.1,0.0,6.8,0.7,15.6,68.5,0.22096774193548388,310.0
2019-01-04 14:00:00+00:00,69.6,38.8,2.7,907.8,4.6,3.1,0.0,6.8,0.7,15.9,69.4,0.2238709677419355,310.0
2019-01-04 15:00:00+00:00,70.3,39.4,2.7,906.5,4.7,3.1,0.0,6.8,0.7,15.2,73.6,0.23741935483870966,310.0
2019-01-04 16:00:00+00:00,71.4,39.0,1.0,904.4,4.9,3.1,0.0,6.8,0.7,13.8,67.4,0.2174193548387097,310.0
2019-01-04 17:00:00+00:00,71.9,38.6,1.0,913.2,4.9,3.1,0.0,6.8,0.7,13.4,63.5,0.20483870967741935,310.0
2019-01-04 18:00:00+00:00,70.8,39.3,1.0,822.1,4.6,3.1,0.0,6.8,0.7,14.1,55.0,0.1774193548387097,310.0
2019-01-04 19:00:00+00:00,69.7,38.9,1.0,730.7,4.5,3.1,0.0,6.8,0.7,14.3,66.0,0.2129032258064516,310.0
2019-01-04 20:00:00+00:00,70.7,38.7,1.0,712.2,4.7,3.1,0.0,6.8,0.7,14.7,66.8,0.21548387096774194,310.0
2019-01-04 21:00:00+00:00,69.3,38.6,1.0,688.8,4.5,3.1,0.0,6.8,0.7,15.1,75.6,0.24387096774193548,310.0
2019-01-04 22:00:00+00:00,68.8,38.7,1.0,668.7,4.4,3.1,0.0,6.8,0.7,15.6,92.8,0.2993548387096774,310.0
2019-01-04 23:00:00+00:00,68.5,38.5,1.0,665.6,4.4,3.1,0.0,6.8,0.7,15.7,100.9,0.32548387096774195,310.0
2019-01-05 00:00:00+00:00,68.8,38.3,1.0,662.9,4.5,3.1,0.0,6.8,0.7,14.8,114.3,0.36870967741935484,310.0
2019-01-05 01:00:00+00:00,66.0,38.1,1.0,645.3,4.0,3.1,0.0,6.8,0.7,15.1,112.4,0.36258064516129035,310.0
2019-01-05 02:00:00+00:00,67.5,38.3,1.0,634.0,4.1,3.1,0.0,6.8,0.7,15.4,120.1,0.38741935483870965,310.0
2019-01-05 03:00:00+00:00,67.6,38.2,1.0,630.1,4.2,3.1,0.0,6.8,0.7,15.7,128.9,0.41580645161290325,310.0
2019-01-05 04:00:00+00:00,67.8,38.4,1.0,623.6,4.2,3.1,0.0,6.8,0.7,16.0,120.7,0.3893548387096774,310.0
2019-01-05 05:00:00+00:00,67.3,38.4,1.0,618.6,4.2,3.1,0.0,6.8,0.7,15.8,130.6,0.42129032258064514,310.0
2019-01-05 06:00:00+00:00,67.5,38.5,1.0,669.5,4.2,3.1,0.0,6.8,0.7,14.3,137.2,0.4425806451612903,310.0
2019-01-05 07:00:00+00:00,67.8,38.5,1.0,734.4,4.2,3.0,0.0,6.8,0.7,15.2,122.7,0.39580645161290323,310.0
2019-01-05 08:00:00+00:00,68.3,38.7,1.0,740.4,4.2,2.7,0.0,6.7,0.7,16.0,109.3,0.35258064516129034,310.0
2019-01-05 09:00:00+00:00,67.8,38.4,1.0,744.9,4.2,2.7,0.0,6.7,0.7,16.7,83.3,0.2687096774193548,310.0
2019-01-05 10:00:00+00:00,67.7,38.3,1.0,747.8,4.2,2.7,0.0,6.8,0.7,17.1,77.8,0.2509677419354839,310.0
2019-01-05 11:00:00+00:00,68.8,38.5,1.0,745.0,4.2,2.7,0.0,6.8,0.7,17.3,77.9,0.25129032258064515,310.0
2019-01-05 12:00:00+00:00,69.4,38.6,1.0,745.4,4.3,2.7,0.0,6.8,0.7,17.3,72.9,0.23516129032258065,310.0
2019-01-05 13:00:00+00:00,70.3,38.8,1.0,744.2,4.6,2.7,0.0,6.8,0.7,17.0,71.6,0.23096774193548386,310.0
2019-01-05 14:00:00+00:00,71.2,38.7,1.0,731.0,4.7,2.7,0.0,6.8,0.7,17.2,66.1,0.21322580645161288,310.0
2019-01-05 15:00:00+00:00,72.5,38.5,1.0,745.9,4.7,2.7,0.0,6.8,0.7,17.2,55.9,0.1803225806451613,310.0
2019-01-05 16:00:00+00:00,73.0,38.3,1.0,744.9,4.9,2.7,0.0,6.8,0.7,16.7,46.0,0.14838709677419354,310.0
2019-01-05 17:00:00+00:00,73.0,38.9,1.0,744.3,4.9,2.7,0.0,6.8,0.7,17.0,40.9,0.13193548387096773,310.0
2019-01-05 18:00:00+00:00,71.6,39.0,1.0,735.0,4.6,2.7,0.0,6.8,0.7,17.5,40.3,0.13,310.0
2019-01-05 19:00:00+00:00,70.7,39.1,1.0,738.0,4.5,2.7,0.0,6.8,0.7,17.6,35.0,0.11290322580645161,310.0
2019-01-05 20:00:00+00:00,71.5,39.5,1.0,737.4,4.7,2.7,0.0,6.8,0.7,17.6,23.6,0.07612903225806453,310.0
2019-01-05 21:00:00+00:00,70.4,39.4,1.0,737.3,4.5,2.7,0.0,6.8,0.7,17.6,21.7,0.06999999999999999,310.0
2019-01-05 22:00:00+00:00,70.1,39.3,1.0,652.4,4.4,2.7,0.0,6.8,0.7,17.9,20.3,0.06548387096774194,310.0
2019-01-05 23:00:00+00:00,69.2,39.3,1.0,674.6,4.4,2.7,0.0,6.8,0.7,17.9,21.8,0.0703225806451613,310.0
2019-01-06 00:00:00+00:00,69.7,39.4,1.0,654.8,4.4,2.8,0.0,6.8,0.7,16.9,16.3,0.052580645161290324,310.0
2019-01-06 01:00:00+00:00,66.7,39.3,1.0,644.9,3.9,2.8,0.0,6.8,0.7,16.8,11.9,0.03838709677419355,310.0
2019-01-06 02:00:00+00:00,68.4,39.2,1.0,653.2,4.1,2.8,0.0,6.8,0.7,17.2,11.5,0.037096774193548385,310.0
2019-01-06 03:00:00+00:00,68.1,39.0,1.0,649.0,4.1,2.8,0.0,6.8,0.7,17.4,10.5,0.03387096774193549,310.0
2019-01-06 04:00:00+00:00,68.2,38.9,1.0,656.2,4.1,2.8,0.0,6.8,0.7,17.1,10.2,0.03290322580645161,310.0
2019-01-06 05:00:00+00:00,68.0,39.1,1.0,654.2,4.1,2.8,0.0,6.8,0.7,17.2,10.6,0.034193548387096775,310.0
2019-01-06 06:00:00+00:00,67.7,39.2,1.0,679.6,4.1,2.8,0.0,6.8,0.7,17.1,9.0,0.02903225806451613,310.0
2019-01-06 07:00:00+00:00,67.9,39.1,1.0,757.6,4.1,2.8,0.0,6.8,0.7,17.0,8.8,0.02838709677419355,310.0
2019-01-06 08:00:00+00:00,67.7,39.3,1.0,786.8,4.0,2.8,0.0,6.8,0.7,16.1,8.8,0.02838709677419355,310.0
2019-01-06 09:00:00+00:00,67.8,39.2,1.0,787.1,4.1,2.8,0.0,6.8,0.7,16.1,9.5,0.03064516129032258,310.0
2019-01-06 10:00:00+00:00,67.7,39.3,1.0,803.2,4.1,3.0,0.0,6.8,0.7,16.8,15.2,0.049032258064516124,310.0
2019-01-06 11:00:00+00:00,68.6,39.2,1.0,885.6,4.2,3.1,0.0,6.8,0.7,16.8,21.5,0.06935483870967742,310.0
2019-01-06 12:00:00+00:00,69.3,39.1,1.0,863.2,4.3,3.1,0.0,6.8,0.7,16.9,26.4,0.08516129032258064,310.0
2019-01-06 13:00:00+00:00,70.1,39.0,1.0,934.5,4.5,3.1,0.0,6.8,0.7,17.0,36.9,0.11903225806451613,310.0
2019-01-06 14:00:00+00:00,71.0,38.9,1.0,1030.6,4.6,3.1,0.0,6.8,0.7,16.8,45.0,0.14516129032258066,310.0
2019-01-06 15:00:00+00:00,71.9,39.0,1.0,994.0,4.7,3.1,0.0,6.8,0.7,17.1,57.6,0.18580645161290324,310.0
2019-01-06 16:00:00+00:00,73.1,38.9,1.0,991.2,4.9,3.1,0.0,6.8,0.7,16.6,71.3,0.22999999999999998,310.0
2019-01-06 17:00:00+00:00,73.5,39.1,1.0,988.8,4.9,3.1,0.0,6.8,0.7,16.7,88.4,0.28516129032258064,310.0
2019-01-06 18:00:00+00:00,71.7,39.1,1.0,1004.1,4.6,3.1,0.0,6.8,0.7,16.8,121.9,0.3932258064516129,310.0
2019-01-06 19:00:00+00:00,71.2,38.9,1.0,995.1,4.5,3.1,0.0,6.8,0.7,17.1,124.4,0.4012903225806452,310.0
2019-01-06 20:00:00+00:00,72.2,38.6,1.0,885.8,4.7,3.1,0.0,6.8,0.7,17.7,127.5,0.4112903225806452,310.0
2019-01-06 21:00:00+00:00,70.4,38.7,1.0,772.1,4.5,3.1,0.0,6.8,0.7,17.6,122.2,0.3941935483870968,310.0
2019-01-06 22:00:00+00:00,70.7,38.6,1.0,943.2,4.4,3.1,0.0,6.8,0.7,17.5,135.9,0.4383870967741936,310.0
2019-01-06 23:00:00+00:00,69.5,38.5,1.0,982.5,4.4,3.1,0.0,6.8,0.7,17.6,139.3,0.44935483870967746,310.0
2019-01-07 00:00:00+00:00,70.1,38.6,1.0,973.9,4.4,3.1,0.0,6.8,0.7,16.8,166.0,0.535483870967742,310.0
2019-01-07 01:00:00+00:00,67.6,38.3,1.0,984.7,4.0,3.1,0.0,6.8,0.7,16.4,172.7,0.5570967741935483,310.0
2019-01-07 02:00:00+00:00,69.1,38.4,1.0,1012.3,4.2,3.1,0.0,6.8,0.7,17.4,176.0,0.567741935483871,310.0
2019-01-07 03:00:00+00:00,68.9,38.6,1.0,1072.5,4.2,3.1,0.0,6.8,0.7,17.4,171.0,0.5516129032258065,310.0
2019-01-07 04:00:00+00:00,68.6,38.3,1.0,1086.0,4.1,3.1,0.0,6.8,0.7,16.8,166.0,0.535483870967742,310.0
2019-01-07 05:00:00+00:00,67.6,38.2,1.0,1078.8,4.1,2.8,0.0,6.8,0.7,16.6,158.3,0.5106451612903227,310.0
2019-01-07 06:00:00+00:00,68.3,38.1,1.0,1087.1,4.1,2.7,0.0,6.8,0.7,16.7,143.4,0.4625806451612903,310.0
2019-01-07 07:00:00+00:00,68.3,38.1,1.0,1081.5,4.1,2.8,0.0,6.8,0.7,16.8,124.8,0.40258064516129033,310.0
2019-01-07 08:00:00+00:00,68.3,37.9,1.0,1085.7,4.1,2.8,0.0,6.8,0.7,16.2,108.3,0.34935483870967743,310.0
2019-01-07 09:00:00+00:00,68.7,37.9,1.0,1068.5,4.2,2.8,0.0,6.8,0.7,15.8,95.9,0.30935483870967745,310.0
2019-01-07 10:00:00+00:00,68.8,38.0,1.0,1067.1,4.1,2.8,0.0,6.8,0.7,16.3,83.7,0.27,310.0
2019-01-07 11:00:00+00:00,69.3,37.9,1.0,1087.7,4.2,2.8,0.0,6.8,0.7,16.7,74.7,0.24096774193548387,310.0
2019-01-07 12:00:00+00:00,68.6,37.9,1.1,820.6,4.2,2.8,0.0,6.8,0.7,15.8,65.2,0.2103225806451613,310.0
2019-01-07 13:00:00+00:00,70.7,38.0,1.0,796.5,4.6,2.8,0.0,6.8,0.7,16.1,50.8,0.16387096774193546,310.0
2019-01-07 14:00:00+00:00,71.6,38.0,1.0,793.0,4.7,3.1,0.0,6.8,0.7,16.6,35.2,0.1135483870967742,310.0
2019-01-07 15:00:00+00:00,72.8,37.9,1.0,881.8,4.7,3.1,0.0,6.8,0.7,16.4,29.6,0.09548387096774194,310.0
2019-01-07 16:00:00+00:00,73.2,37.7,1.0,1029.5,4.9,3.1,0.0,6.8,0.7,15.7,28.3,0.09129032258064516,310.0
2019-01-07 17:00:00+00:00,73.1,38.0,1.0,1088.1,4.9,3.1,0.0,6.8,0.7,14.4,27.3,0.08806451612903227,310.0
2019-01-07 18:00:00+00:00,71.0,37.8,1.0,1084.2,4.6,3.1,0.0,6.8,0.7,14.4,30.0,0.0967741935483871,310.0
2019-01-07 19:00:00+00:00,70.4,37.4,1.0,1089.2,4.5,3.1,0.0,6.8,0.7,13.2,40.9,0.13193548387096773,310.0
2019-01-07 20:00:00+00:00,71.8,36.9,1.0,1030.3,4.6,3.1,0.0,6.8,0.7,13.5,58.0,0.1870967741935484,310.0
2019-01-07 21:00:00+00:00,70.2,36.9,1.0,1003.6,4.5,3.1,0.0,6.8,0.7,13.5,69.3,0.2235483870967742,310.0
2019-01-07 22:00:00+00:00,70.1,36.6,1.0,819.3,4.4,3.1,0.0,6.8,0.7,13.2,76.2,0.24580645161290324,310.0
2019-01-07 23:00:00+00:00,69.2,36.4,1.0,809.9,4.4,3.1,0.0,6.8,0.7,13.5,83.0,0.267741935483871,310.0
2019-01-08 00:00:00+00:00,70.1,36.3,1.0,830.9,4.5,3.1,0.0,6.8,0.7,13.3,95.5,0.30806451612903224,310.0
2019-01-08 01:00:00+00:00,67.0,36.3,1.0,830.6,3.9,3.1,0.0,6.8,0.7,14.1,105.1,0.3390322580645161,310.0
2019-01-08 02:00:00+00:00,68.5,36.3,1.0,826.5,4.2,3.1,0.0,6.8,0.7,15.2,108.1,0.3487096774193548,310.0
2019-01-08 03:00:00+00:00,68.2,36.7,1.0,822.5,4.2,3.1,0.0,6.8,0.7,15.9,96.8,0.31225806451612903,310.0
2019-01-08 04:00:00+00:00,67.7,37.1,1.0,911.7,4.1,3.1,0.0,6.8,0.7,16.7,101.2,0.32645161290322583,310.0
2019-01-08 05:00:00+00:00,67.0,37.3,2.6,1067.8,4.1,3.1,0.0,6.8,0.7,16.6,104.3,0.3364516129032258,310.0
2019-01-08 06:00:00+00:00,67.6,37.1,2.7,1079.2,4.1,3.1,0.0,6.8,0.7,16.2,90.9,0.29322580645161295,310.0
2019-01-08 07:00:00+00:00,68.4,37.0,2.7,1053.2,4.2,3.1,0.0,6.8,0.7,17.3,81.1,0.26161290322580644,310.0
2019-01-08 08:00:00+00:00,67.7,37.0,2.7,1073.2,4.2,3.1,0.0,6.8,0.7,17.2,80.0,0.25806451612903225,310.0
2019-01-08 09:00:00+00:00,67.9,37.4,2.7,1080.7,4.2,3.1,0.0,6.8,0.7,17.2,81.6,0.26322580645161286,310.0
2019-01-08 10:00:00+00:00,67.9,37.6,2.7,1076.1,4.1,3.1,0.0,6.9,0.7,16.4,72.7,0.23451612903225807,310.0
2019-01-08 11:00:00+00:00,67.4,37.6,2.7,1078.1,4.1,3.1,0.0,6.9,0.7,16.2,65.6,0.21161290322580642,310.0
2019-01-08 12:00:00+00:00,68.3,37.2,2.7,1074.3,4.3,3.1,0.0,6.9,0.7,17.0,62.8,0.20258064516129032,310.0
2019-01-08 13:00:00+00:00,71.1,37.0,2.7,1073.7,4.7,2.8,0.0,6.9,0.7,17.1,60.5,0.19516129032258064,310.0
2019-01-08 14:00:00+00:00,71.2,36.6,2.7,1074.3,4.7,2.8,0.0,6.9,0.7,17.2,59.1,0.19064516129032258,310.0
2019-01-08 15:00:00+00:00,71.4,36.5,2.7,1077.4,4.7,2.8,0.0,6.9,0.7,17.1,55.7,0.17967741935483872,310.0
2019-01-08 16:00:00+00:00,72.5,35.2,1.0,1076.2,4.9,2.8,0.0,6.9,0.7,16.0,52.7,0.17,310.0
2019-01-08 17:00:00+00:00,72.8,35.1,1.0,1077.5,4.9,2.8,0.0,6.9,0.7,16.2,44.2,0.14258064516129032,310.0
